"Date Printed: Wednesday, August 29, 2018 10:28:28 AM"
Title: Chlamydia | 2016 | 2015 | 2014 | 2013 | 2012 | 2011 | 2010 | 2009 | 2008 | 2007 | 2006 | 2005 | 2004 | 2003 | 2002 | 2001 | 2000 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Chlamydia","2007","Alabama","01","All age groups","White","Both sexes","3,111",98,"3,173,807"
"Chlamydia","2009","Alabama","01","All age groups","Asian","Both sexes","61",127.2,"47,960"
"Chlamydia","2009","Alabama","01","All age groups","Black/African American","Both sexes","13,836",1118.7,"1,236,838"
"Chlamydia","2009","Alabama","01","All age groups","Hispanic/Latino","Both sexes","291",191.9,"151,665"
"Chlamydia","2009","Alabama","01","All age groups","White","Both sexes","3,221",100.8,"3,196,286"
"Chlamydia","2001","Alabama","01","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Alabama","01","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Alabama","01","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Alabama","01","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alabama","01","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alabama","01","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alabama","01","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alabama","01","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alabama","01","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alabama","01","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alabama","01","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alabama","01","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2008","Alabama","01","All age groups","Asian","Both sexes","67",145.7,"45,970"
"Chlamydia","2008","Alabama","01","All age groups","Black/African American","Both sexes","14,440",1177.2,"1,226,634"
"Chlamydia","2008","Alabama","01","All age groups","Hispanic/Latino","Both sexes","296",208.1,"142,225"
"Chlamydia","2008","Alabama","01","All age groups","White","Both sexes","3,139",98.5,"3,186,399"
"Chlamydia","2010","Alabama","01","All age groups","Asian","Both sexes","206",380.8,"54,101"
"Chlamydia","2010","Alabama","01","All age groups","Black/African American","Both sexes","14,413",1154.6,"1,248,322"
"Chlamydia","2010","Alabama","01","All age groups","Hispanic/Latino","Both sexes","206",110.4,"186,652"
"Chlamydia","2010","Alabama","01","All age groups","White","Both sexes","3,745",116.7,"3,209,090"
"Chlamydia","2011","Alabama","01","All age groups","Asian","Both sexes","76",135.4,"56,124"
"Chlamydia","2011","Alabama","01","All age groups","Black/African American","Both sexes","14,934",1190.6,"1,254,306"
"Chlamydia","2011","Alabama","01","All age groups","Hispanic/Latino","Both sexes","158",82.7,"190,938"
"Chlamydia","2011","Alabama","01","All age groups","White","Both sexes","4,453",138.7,"3,209,914"
"Chlamydia","2013","Alabama","01","All age groups","Asian","Both sexes","91",149.7,"60,800"
"Chlamydia","2013","Alabama","01","All age groups","Black/African American","Both sexes","14,675",1156.1,"1,269,403"
"Chlamydia","2013","Alabama","01","All age groups","Hispanic/Latino","Both sexes","187",95.8,"195,158"
"Chlamydia","2013","Alabama","01","All age groups","White","Both sexes","4,768",148.5,"3,209,932"
"Chlamydia","2011","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2011","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2011","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2011","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2016","Alaska","02","All age groups","Asian","Both sexes","186",413.9,"44,935"
"Chlamydia","2016","Alaska","02","All age groups","Black/African American","Both sexes","476",1829,"26,025"
"Chlamydia","2016","Alaska","02","All age groups","Hispanic/Latino","Both sexes","286",551.8,"51,826"
"Chlamydia","2016","Alaska","02","All age groups","White","Both sexes","1,761",387.8,"454,152"
"Chlamydia","2001","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2012","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2012","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2012","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2012","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2009","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2009","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2009","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2009","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2014","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2014","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2014","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2014","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2008","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2008","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2008","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2008","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2010","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2010","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2010","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2010","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2013","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2013","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2013","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2013","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2015","Alaska","02","All age groups","Asian","Both sexes","200",445.1,"44,935"
"Chlamydia","2015","Alaska","02","All age groups","Black/African American","Both sexes","442",1698.4,"26,025"
"Chlamydia","2015","Alaska","02","All age groups","Hispanic/Latino","Both sexes","239",461.2,"51,826"
"Chlamydia","2015","Alaska","02","All age groups","White","Both sexes","1,572",346.1,"454,152"
"Chlamydia","2000","Alaska","02","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Alaska","02","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Alaska","02","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Alaska","02","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2009","Arizona","04","All age groups","Asian","Both sexes","206",127.3,"161,783"
"Chlamydia","2009","Arizona","04","All age groups","Black/African American","Both sexes","2,415",989.6,"244,048"
"Chlamydia","2009","Arizona","04","All age groups","Hispanic/Latino","Both sexes","8,647",426,"2,029,830"
"Chlamydia","2009","Arizona","04","All age groups","White","Both sexes","6,210",164.5,"3,774,924"
"Chlamydia","2015","Arizona","04","All age groups","Asian","Both sexes","252",118,"213,519"
"Chlamydia","2015","Arizona","04","All age groups","Black/African American","Both sexes","2,765",972.2,"284,418"
"Chlamydia","2015","Arizona","04","All age groups","Hispanic/Latino","Both sexes","9,828",468.4,"2,098,410"
"Chlamydia","2015","Arizona","04","All age groups","White","Both sexes","6,704",176,"3,810,113"
"Chlamydia","2013","Arizona","04","All age groups","Asian","Both sexes","269",137.4,"195,845"
"Chlamydia","2013","Arizona","04","All age groups","Black/African American","Both sexes","2,847",1074.1,"265,052"
"Chlamydia","2013","Arizona","04","All age groups","Hispanic/Latino","Both sexes","10,244",509.3,"2,011,295"
"Chlamydia","2013","Arizona","04","All age groups","White","Both sexes","7,181",191.2,"3,754,773"
"Chlamydia","2000","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2012","Arizona","04","All age groups","Asian","Both sexes","215",114.2,"188,197"
"Chlamydia","2012","Arizona","04","All age groups","Black/African American","Both sexes","2,880",1118.9,"257,397"
"Chlamydia","2012","Arizona","04","All age groups","Hispanic/Latino","Both sexes","10,607",537.5,"1,973,387"
"Chlamydia","2016","Arizona","04","All age groups","Asian","Both sexes","302",141.4,"213,519"
"Chlamydia","2016","Arizona","04","All age groups","Black/African American","Both sexes","3,246",1141.3,"284,418"
"Chlamydia","2016","Arizona","04","All age groups","Hispanic/Latino","Both sexes","10,106",481.6,"2,098,410"
"Chlamydia","2016","Arizona","04","All age groups","White","Both sexes","7,635",200.4,"3,810,113"
"Chlamydia","2008","Arizona","04","All age groups","Asian","Both sexes","142",90.6,"156,744"
"Chlamydia","2008","Arizona","04","All age groups","Black/African American","Both sexes","2,004",856.5,"233,976"
"Chlamydia","2008","Arizona","04","All age groups","Hispanic/Latino","Both sexes","7,538",381.2,"1,977,440"
"Chlamydia","2008","Arizona","04","All age groups","White","Both sexes","5,158",137.2,"3,759,481"
"Chlamydia","2004","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2012","Arizona","04","All age groups","White","Both sexes","7,009",187.5,"3,738,385"
"Chlamydia","2002","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2011","Arizona","04","All age groups","Asian","Both sexes","194",107.4,"180,619"
"Chlamydia","2011","Arizona","04","All age groups","Black/African American","Both sexes","2,741",1101,"248,963"
"Chlamydia","2011","Arizona","04","All age groups","Hispanic/Latino","Both sexes","10,102",522.1,"1,934,892"
"Chlamydia","2011","Arizona","04","All age groups","White","Both sexes","6,905",185.8,"3,716,865"
"Chlamydia","2014","Arizona","04","All age groups","Asian","Both sexes","217",106.2,"204,281"
"Chlamydia","2014","Arizona","04","All age groups","Black/African American","Both sexes","2,722",993,"274,122"
"Chlamydia","2014","Arizona","04","All age groups","Hispanic/Latino","Both sexes","9,476",461,"2,055,560"
"Chlamydia","2014","Arizona","04","All age groups","White","Both sexes","6,466",171,"3,781,740"
"Chlamydia","2003","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arizona","04","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arizona","04","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arizona","04","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arizona","04","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2003","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2006","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2009","Arkansas","05","All age groups","Asian","Both sexes","73",224.7,"32,483"
"Chlamydia","2009","Arkansas","05","All age groups","Black/African American","Both sexes","7,650",1705.1,"448,649"
"Chlamydia","2009","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","515",294.4,"174,944"
"Chlamydia","2009","Arkansas","05","All age groups","White","Both sexes","4,649",214.6,"2,166,189"
"Chlamydia","2010","Arizona","04","All age groups","Asian","Both sexes","209",120.2,"173,928"
"Chlamydia","2010","Arizona","04","All age groups","Black/African American","Both sexes","2,734",1128.9,"242,190"
"Chlamydia","2010","Arizona","04","All age groups","Hispanic/Latino","Both sexes","9,254",486.1,"1,903,754"
"Chlamydia","2010","Arizona","04","All age groups","White","Both sexes","6,407",172.8,"3,708,394"
"Chlamydia","2000","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2000","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2010","Arkansas","05","All age groups","Asian","Both sexes","65",178.1,"36,492"
"Chlamydia","2010","Arkansas","05","All age groups","Black/African American","Both sexes","8,015",1784.6,"449,122"
"Chlamydia","2010","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","626",333.9,"187,478"
"Chlamydia","2010","Arkansas","05","All age groups","White","Both sexes","5,130",235.5,"2,178,420"
"Chlamydia","2001","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2001","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2005","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2007","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2015","Arkansas","05","All age groups","Asian","Both sexes","69",152,"45,407"
"Chlamydia","2015","Arkansas","05","All age groups","Black/African American","Both sexes","8,231",1793.1,"459,044"
"Chlamydia","2015","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","901",421.1,"213,957"
"Chlamydia","2015","Arkansas","05","All age groups","White","Both sexes","6,559",301.4,"2,175,903"
"Chlamydia","2002","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2002","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2012","Arkansas","05","All age groups","Asian","Both sexes","76",188.3,"40,365"
"Chlamydia","2012","Arkansas","05","All age groups","Black/African American","Both sexes","7,867",1739,"452,380"
"Chlamydia","2012","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","577",290.1,"198,885"
"Chlamydia","2012","Arkansas","05","All age groups","White","Both sexes","5,788",265.3,"2,181,852"
"Chlamydia","2008","Arkansas","05","All age groups","Asian","Both sexes","61",196.8,"30,992"
"Chlamydia","2008","Arkansas","05","All age groups","Black/African American","Both sexes","8,123",1823.2,"445,529"
"Chlamydia","2008","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","520",312.1,"166,618"
"Chlamydia","2008","Arkansas","05","All age groups","White","Both sexes","4,452",206,"2,161,342"
"Chlamydia","2011","Arkansas","05","All age groups","Asian","Both sexes","70",182.5,"38,348"
"Chlamydia","2011","Arkansas","05","All age groups","Black/African American","Both sexes","7,898",1750.7,"451,128"
"Chlamydia","2011","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","524",271.3,"193,117"
"Chlamydia","2011","Arkansas","05","All age groups","White","Both sexes","5,368",245.9,"2,182,590"
"Chlamydia","2004","Arkansas","05","All age groups","Asian","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Arkansas","05","All age groups","Black/African American","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2004","Arkansas","05","All age groups","White","Both sexes","Data not available","Data not available","NA"
"Chlamydia","2013","Arkansas","05","All age groups","Asian","Both sexes","76",180.8,"42,030"
"Chlamydia","2013","Arkansas","05","All age groups","Black/African American","Both sexes","7,022",1545.3,"454,421"
"Chlamydia","2013","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","592",290.7,"203,639"
"Chlamydia","2013","Arkansas","05","All age groups","White","Both sexes","5,482",251.6,"2,179,112"
"Chlamydia","2016","Arkansas","05","All age groups","Asian","Both sexes","84",185,"45,407"
"Chlamydia","2016","Arkansas","05","All age groups","Black/African American","Both sexes","8,315",1811.4,"459,044"
"Chlamydia","2016","Arkansas","05","All age groups","Hispanic/Latino","Both sexes","822",384.2,"213,957"
